Common name,Count,Year,Month,Day,Location,Month as a number
Damselfly,8,2009,Jun,29,Bells Pond,6
Damselfly,2,2009,Jun,29,Bells Pond,6
Damselfly,2,2009,Jun,29,Bells Pond,6
Damselfly,2,2009,Jun,29,Bells Pond,6
Damselfly,1,2009,Jun,29,Bells Pond,6
Dot-tailed Whiteface,1,2009,Jun,29,Bells Pond,6
Canada Darner,1,2009,Jun,30,Bog Pond,6
Canada Darner,3,2009,Jun,30,Bog Pond,6
Canada Darner,2,2009,Jun,30,Bog Pond,6
American Emerald,1,2009,Jun,30,Bog Pond,6
Canada Darner,1,2009,Jun,30,Bog Pond,6
Canada Darner,2,2009,Jun,30,Bog Pond,6
American Emerald,1,2009,Jun,30,Bog Pond,6
Dot-tailed Whiteface,1,2009,Jun,30,Bog Pond,6
Canada Darner,2,2009,Jun,30,Bog Pond,6
Dot-tailed Whiteface,1,2009,Jun,30,Bog Pond,6
Four-spotted Skimmer,1,2009,Jun,30,Bog Pond,6
Canada Darner,2,2009,Jun,30,Bog Pond,6
Four-spotted Skimmer,3,2009,Jun,30,Bog Pond,6
Four-spotted Skimmer,1,2009,Jun,30,Bog Pond,6
Damselfly,1,2009,Jun,30,Bog Pond,6
Racket-tailed Emerald,1,2009,Jun,30,Bog Pond,6
Dot-tailed Whiteface,1,2009,Jun,30,Bog Pond,6
Canada Darner,1,2009,Jun,30,Bog Pond,6
Dot-tailed Whiteface,1,2009,Jun,30,Bog Pond,6
Four-spotted Skimmer,1,2009,Jun,30,Bog Pond,6
Canada Darner,3,2009,Jun,30,Bog Pond,6
American Emerald,1,2009,Jun,30,Bog Pond,6
Dot-tailed Whiteface,3,2009,Jun,30,Bog Pond,6
Four-spotted Skimmer,1,2009,Jun,30,Bog Pond,6
Dot-tailed Whiteface,1,2009,Jun,30,Bog Pond,6
Canada Darner,2,2009,Jun,30,Bog Pond,6
Four-spotted Skimmer,1,2009,Jun,30,Bog Pond,6
Dot-tailed Whiteface,1,2009,Jun,30,Bog Pond,6
Four-spotted Skimmer,2,2009,Jun,30,Bog Pond,6
Dot-tailed Whiteface,1,2009,Jun,30,Bog Pond,6
Four-spotted Skimmer,1,2009,Jun,30,Bog Pond,6
Four-spotted Skimmer,1,2009,Jun,30,Bog Pond,6
Canada Darner,1,2009,Jun,30,Bog Pond,6
Four-spotted Skimmer,1,2009,Jun,30,Bog Pond,6
Canada Darner,1,2009,Jun,30,Bog Pond,6
Four-spotted Skimmer,1,2009,Jun,30,Bog Pond,6
Canada Darner,1,2009,Jun,30,Bog Pond,6
Racket-tailed Emerald,1,2009,Jun,30,Bog Pond,6
Dot-tailed Whiteface,1,2009,Jun,30,Bog Pond,6
Four-spotted Skimmer,1,2009,Jun,30,Bog Pond,6
Canada Darner,1,2009,Jun,30,Bog Pond,6
Canada Darner,1,2010,Aug,2,Bells Pond,8
Variable Darner,2,2010,Aug,2,Bells Pond,8
Autumn Meadowhawk,1,2010,Aug,2,Bells Pond,8
Black-tipped Darner,1,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Variable Darner,1,2010,Aug,2,Bells Pond,8
White-faced Meadowhawk,2,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,2,2010,Aug,2,Bells Pond,8
Variable Darner,2,2010,Aug,2,Bells Pond,8
Variable Darner,1,2010,Aug,2,Bells Pond,8
Black-tipped Darner,3,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,2,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Variable Darner,2,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,2,2010,Aug,2,Bells Pond,8
Variable Darner,2,2010,Aug,2,Bells Pond,8
Racket-tailed Emerald,1,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,2,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,2,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,2,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,3,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Canada Darner,1,2010,Aug,2,Bells Pond,8
Canada Darner,1,2010,Aug,2,Bells Pond,8
Variable Darner,2,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Variable Darner,1,2010,Aug,2,Bells Pond,8
Variable Darner,1,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Autumn Meadowhawk,1,2010,Aug,2,Bells Pond,8
Damselfly,1,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Variable Darner,2,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,2,2010,Aug,2,Bells Pond,8
Autumn Meadowhawk,2,2010,Aug,2,Bells Pond,8
White-faced Meadowhawk,1,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,2,2010,Aug,2,Bells Pond,8
Variable Darner,1,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Variable Darner,1,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
White-faced Meadowhawk,2,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,3,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Autumn Meadowhawk,1,2010,Aug,2,Bells Pond,8
Damselfly,1,2010,Aug,2,Bells Pond,8
Variable Darner,2,2010,Aug,2,Bells Pond,8
Black-tipped Darner,1,2010,Aug,2,Bells Pond,8
Saffron-winged Meadowhawk,6,2010,Aug,2,Bells Pond,8
Autumn Meadowhawk,3,2010,Aug,2,Bells Pond,8
White-faced Meadowhawk,3,2010,Aug,2,Bells Pond,8
Racket-tailed Emerald,1,2010,Aug,2,Bells Pond,8
Damselfly,1,2010,Aug,2,Bells Pond,8
Canada Darner,4,2010,Aug,2,Bells Pond,8
Variable Darner,1,2010,Aug,2,Bells Pond,8
Variable Darner,1,2010,Aug,2,Bells Pond,8
White-faced Meadowhawk,1,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Variable Darner,1,2010,Aug,2,Bells Pond,8
Band-winged Meadowhawk,1,2010,Aug,2,Bells Pond,8
Variable Darner,1,2010,Aug,2,John Archies Pond,8
Spiny Baskettail,3,2010,Aug,2,John Archies Pond,8
Four-spotted Skimmer,1,2010,Aug,2,John Archies Pond,8
Variable Darner,1,2010,Aug,2,John Archies Pond,8
Beaverpond Baskettail,1,2010,Aug,2,John Archies Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,John Archies Pond,8
Variable Darner,1,2010,Aug,2,John Archies Pond,8
Variable Darner,1,2010,Aug,2,John Archies Pond,8
Canada Darner,2,2010,Aug,2,John Archies Pond,8
Variable Darner,1,2010,Aug,2,John Archies Pond,8
Beaverpond Baskettail,1,2010,Aug,2,John Archies Pond,8
Four-spotted Skimmer,2,2010,Aug,2,John Archies Pond,8
Saffron-winged Meadowhawk,2,2010,Aug,2,John Archies Pond,8
Variable Darner,1,2010,Aug,2,John Archies Pond,8
Band-winged Meadowhawk,1,2010,Aug,2,John Archies Pond,8
Autumn Meadowhawk,2,2010,Aug,2,John Archies Pond,8
Dot-tailed Whiteface,2,2010,Aug,2,John Archies Pond,8
Variable Darner,1,2010,Aug,2,John Archies Pond,8
Four-spotted Skimmer,2,2010,Aug,2,John Archies Pond,8
Variable Darner,1,2010,Aug,2,John Archies Pond,8
Four-spotted Skimmer,1,2010,Aug,2,John Archies Pond,8
Saffron-winged Meadowhawk,2,2010,Aug,2,John Archies Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,John Archies Pond,8
Four-spotted Skimmer,1,2010,Aug,2,John Archies Pond,8
Spiny Baskettail,1,2010,Aug,2,John Archies Pond,8
Saffron-winged Meadowhawk,2,2010,Aug,2,John Archies Pond,8
Spiny Baskettail,1,2010,Aug,2,John Archies Pond,8
Racket-tailed Emerald,1,2010,Aug,2,John Archies Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,John Archies Pond,8
Autumn Meadowhawk,1,2010,Aug,2,John Archies Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,John Archies Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,John Archies Pond,8
Variable Darner,1,2010,Aug,2,John Archies Pond,8
Variable Darner,1,2010,Aug,2,John Archies Pond,8
Variable Darner,2,2010,Aug,2,John Archies Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,John Archies Pond,8
Spiny Baskettail,1,2010,Aug,2,John Archies Pond,8
Four-spotted Skimmer,2,2010,Aug,2,John Archies Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,John Archies Pond,8
Four-spotted Skimmer,1,2010,Aug,2,John Archies Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,2,John Archies Pond,8
Variable Darner,1,2010,Aug,2,John Archies Pond,8
Variable Darner,5,2010,Aug,3,Bells Pond,8
Variable Darner,9,2010,Aug,3,Bells Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bells Pond,8
Autumn Meadowhawk,1,2010,Aug,3,Bells Pond,8
Variable Darner,2,2010,Aug,3,Bells Pond,8
Common Green Darner,1,2010,Aug,3,Bells Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bells Pond,8
Variable Darner,1,2010,Aug,3,Bog Pond,8
Band-winged Meadowhawk,1,2010,Aug,3,Bog Pond,8
Variable Darner,1,2010,Aug,3,Bog Pond,8
Saffron-winged Meadowhawk,2,2010,Aug,3,Bog Pond,8
White-faced Meadowhawk,1,2010,Aug,3,Bog Pond,8
Band-winged Meadowhawk,1,2010,Aug,3,Bog Pond,8
Dot-tailed Whiteface,1,2010,Aug,3,Bog Pond,8
Damselfly,1,2010,Aug,3,Bog Pond,8
Saffron-winged Meadowhawk,2,2010,Aug,3,Bog Pond,8
Variable Darner,1,2010,Aug,3,Bog Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bog Pond,8
Band-winged Meadowhawk,1,2010,Aug,3,Bog Pond,8
Canada Darner,1,2010,Aug,3,Bog Pond,8
Variable Darner,1,2010,Aug,3,Bog Pond,8
White-faced Meadowhawk,3,2010,Aug,3,Bog Pond,8
Canada Darner,4,2010,Aug,3,Bog Pond,8
Four-spotted Skimmer,1,2010,Aug,3,Bog Pond,8
Canada Darner,1,2010,Aug,3,Bog Pond,8
Variable Darner,4,2010,Aug,3,Bog Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bog Pond,8
Racket-tailed Emerald,1,2010,Aug,3,Bog Pond,8
Canada Darner,1,2010,Aug,3,Bog Pond,8
Variable Darner,3,2010,Aug,3,Bog Pond,8
White-faced Meadowhawk,1,2010,Aug,3,Bog Pond,8
Autumn Meadowhawk,1,2010,Aug,3,Bog Pond,8
Band-winged Meadowhawk,2,2010,Aug,3,Bog Pond,8
Variable Darner,1,2010,Aug,3,Bog Pond,8
Variable Darner,2,2010,Aug,3,Bog Pond,8
Variable Darner,2,2010,Aug,3,Bog Pond,8
Band-winged Meadowhawk,1,2010,Aug,3,Bog Pond,8
Variable Darner,1,2010,Aug,3,Bog Pond,8
Canada Darner,1,2010,Aug,3,Bog Pond,8
Band-winged Meadowhawk,1,2010,Aug,3,Bog Pond,8
Variable Darner,1,2010,Aug,3,Bog Pond,8
Dot-tailed Whiteface,1,2010,Aug,3,Bog Pond,8
Variable Darner,1,2010,Aug,3,Bog Pond,8
Dot-tailed Whiteface,1,2010,Aug,3,Bog Pond,8
Variable Darner,1,2010,Aug,3,Bog Pond,8
Band-winged Meadowhawk,1,2010,Aug,3,Bog Pond,8
Damselfly,1,2010,Aug,3,Bog Pond,8
Canada Darner,1,2010,Aug,3,Bog Pond,8
Variable Darner,3,2010,Aug,3,Bog Pond,8
Belted Whiteface,1,2010,Aug,3,Bog Pond,8
Four-spotted Skimmer,1,2010,Aug,3,Bog Pond,8
Band-winged Meadowhawk,1,2010,Aug,3,Bog Pond,8
Canada Darner,1,2010,Aug,3,Bog Pond,8
Variable Darner,2,2010,Aug,3,Bog Pond,8
Dot-tailed Whiteface,2,2010,Aug,3,Bog Pond,8
Variable Darner,1,2010,Aug,3,Bog Pond,8
Dot-tailed Whiteface,1,2010,Aug,3,Bog Pond,8
Band-winged Meadowhawk,3,2010,Aug,3,Bog Pond,8
Variable Darner,2,2010,Aug,3,Bog Pond,8
Belted Whiteface,1,2010,Aug,3,Bog Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bog Pond,8
Canada Darner,1,2010,Aug,3,Bog Pond,8
Band-winged Meadowhawk,3,2010,Aug,3,Bog Pond,8
Band-winged Meadowhawk,2,2010,Aug,3,Bog Pond,8
Canada Darner,1,2010,Aug,3,Bog Pond,8
Variable Darner,3,2010,Aug,3,Bog Pond,8
Dot-tailed Whiteface,1,2010,Aug,3,Bog Pond,8
Variable Darner,2,2010,Aug,3,Bog Pond,8
Band-winged Meadowhawk,2,2010,Aug,3,Bog Pond,8
Canada Darner,1,2010,Aug,3,Bog Pond,8
Variable Darner,2,2010,Aug,3,Bog Pond,8
Variable Darner,3,2010,Aug,3,Bog Pond,8
Variable Darner,3,2010,Aug,3,Bog Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bog Pond,8
Variable Darner,5,2010,Aug,3,Bowley Pond,8
Canada Darner,1,2010,Aug,3,Bowley Pond,8
Variable Darner,13,2010,Aug,3,Bowley Pond,8
Variable Darner,2,2010,Aug,3,Bowley Pond,8
Four-spotted Skimmer,1,2010,Aug,3,Bowley Pond,8
White-faced Meadowhawk,1,2010,Aug,3,Bowley Pond,8
Canada Darner,1,2010,Aug,3,Bowley Pond,8
Variable Darner,2,2010,Aug,3,Bowley Pond,8
Variable Darner,1,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,2,2010,Aug,3,Bowley Pond,8
Variable Darner,2,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bowley Pond,8
Variable Darner,7,2010,Aug,3,Bowley Pond,8
Black-tipped Darner,1,2010,Aug,3,Bowley Pond,8
Variable Darner,4,2010,Aug,3,Bowley Pond,8
Variable Darner,1,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bowley Pond,8
Variable Darner,1,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bowley Pond,8
Variable Darner,1,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bowley Pond,8
Variable Darner,3,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,2,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bowley Pond,8
Variable Darner,3,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,4,2010,Aug,3,Bowley Pond,8
Canada Darner,1,2010,Aug,3,Bowley Pond,8
Variable Darner,1,2010,Aug,3,Bowley Pond,8
Variable Darner,1,2010,Aug,3,Bowley Pond,8
Variable Darner,1,2010,Aug,3,Bowley Pond,8
Canada Darner,1,2010,Aug,3,Bowley Pond,8
Variable Darner,1,2010,Aug,3,Bowley Pond,8
Variable Darner,1,2010,Aug,3,Bowley Pond,8
Variable Darner,2,2010,Aug,3,Bowley Pond,8
Variable Darner,2,2010,Aug,3,Bowley Pond,8
Variable Darner,1,2010,Aug,3,Bowley Pond,8
Four-spotted Skimmer,2,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bowley Pond,8
Variable Darner,1,2010,Aug,3,Bowley Pond,8
Canada Darner,1,2010,Aug,3,Bowley Pond,8
Variable Darner,2,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bowley Pond,8
Variable Darner,3,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bowley Pond,8
Variable Darner,4,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,7,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,3,Bowley Pond,8
Canada Darner,1,2010,Aug,3,Bowley Pond,8
Variable Darner,6,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,5,2010,Aug,3,Bowley Pond,8
Variable Darner,8,2010,Aug,3,Bowley Pond,8
Saffron-winged Meadowhawk,3,2010,Aug,3,Bowley Pond,8
Canada Darner,1,2010,Aug,3,Bowley Pond,8
White-faced Meadowhawk,1,2010,Aug,5,Wills Pond,8
Band-winged Meadowhawk,2,2010,Aug,5,Wills Pond,8
Autumn Meadowhawk,4,2010,Aug,5,Wills Pond,8
Beaverpond Baskettail,1,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,1,2010,Aug,5,Wills Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,5,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,1,2010,Aug,5,Wills Pond,8
Black-tipped Darner,1,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,2,2010,Aug,5,Wills Pond,8
Band-winged Meadowhawk,1,2010,Aug,5,Wills Pond,8
Canada Darner,2,2010,Aug,5,Wills Pond,8
Four-spotted Skimmer,1,2010,Aug,5,Wills Pond,8
Saffron-winged Meadowhawk,6,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,3,2010,Aug,5,Wills Pond,8
Band-winged Meadowhawk,2,2010,Aug,5,Wills Pond,8
Autumn Meadowhawk,3,2010,Aug,5,Wills Pond,8
Canada Darner,1,2010,Aug,5,Wills Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,5,Wills Pond,8
Canada Darner,1,2010,Aug,5,Wills Pond,8
Variable Darner,1,2010,Aug,5,Wills Pond,8
Racket-tailed Emerald,1,2010,Aug,5,Wills Pond,8
Black-tipped Darner,1,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,1,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,2,2010,Aug,5,Wills Pond,8
Band-winged Meadowhawk,2,2010,Aug,5,Wills Pond,8
Black-tipped Darner,2,2010,Aug,5,Wills Pond,8
Damselfly,1,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,1,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,2,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,5,2010,Aug,5,Wills Pond,8
Black-tipped Darner,1,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,1,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,1,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,2,2010,Aug,5,Wills Pond,8
Variable Darner,1,2010,Aug,5,Wills Pond,8
Band-winged Meadowhawk,2,2010,Aug,5,Wills Pond,8
Black-tipped Darner,1,2010,Aug,5,Wills Pond,8
White-faced Meadowhawk,2,2010,Aug,5,Wills Pond,8
Black-tipped Darner,1,2010,Aug,5,Wills Pond,8
Autumn Meadowhawk,1,2010,Aug,5,Wills Pond,8
Dot-tailed Whiteface,1,2010,Aug,5,Wills Pond,8
Saffron-winged Meadowhawk,1,2010,Aug,5,Wills Pond,8
Band-winged Meadowhawk,1,2010,Aug,5,Wills Pond,8
Frosted Whiteface,1,2010,Jul,5,Bog Pond,7
Frosted Whiteface,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Frosted Whiteface,2,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,3,2010,Jul,5,Bog Pond,7
Saffron-winged Meadowhawk,1,2010,Jul,5,Bog Pond,7
Damselfly,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Damselfly,2,2010,Jul,5,Bog Pond,7
Damselfly,4,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Damselfly,1,2010,Jul,5,Bog Pond,7
Damselfly,5,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,2,2010,Jul,5,Bog Pond,7
Damselfly,1,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,1,2010,Jul,5,Bog Pond,7
Damselfly,1,2010,Jul,5,Bog Pond,7
Canada Darner,2,2010,Jul,5,Bog Pond,7
Damselfly,3,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,2,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,1,2010,Jul,5,Bog Pond,7
Canada Darner,4,2010,Jul,5,Bog Pond,7
American Emerald,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,1,2010,Jul,5,Bog Pond,7
Damselfly,1,2010,Jul,5,Bog Pond,7
Damselfly,3,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Damselfly,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Damselfly,3,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,2,2010,Jul,5,Bog Pond,7
Frosted Whiteface,3,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Damselfly,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Frosted Whiteface,2,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,4,2010,Jul,5,Bog Pond,7
Frosted Whiteface,1,2010,Jul,5,Bog Pond,7
Frosted Whiteface,1,2010,Jul,5,Bog Pond,7
Damselfly,2,2010,Jul,5,Bog Pond,7
Damselfly,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Damselfly,2,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Damselfly,3,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,1,2010,Jul,5,Bog Pond,7
Damselfly,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Canada Darner,2,2010,Jul,5,Bog Pond,7
Racket-tailed Emerald,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,1,2010,Jul,5,Bog Pond,7
Frosted Whiteface,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,2,2010,Jul,5,Bog Pond,7
Canada Darner,2,2010,Jul,5,Bog Pond,7
Frosted Whiteface,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,7,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,4,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,1,2010,Jul,5,Bog Pond,7
Hudsonian Whiteface,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,2,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,1,2010,Jul,5,Bog Pond,7
Canada Darner,2,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Frosted Whiteface,1,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,4,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,1,2010,Jul,5,Bog Pond,7
Saffron-winged Meadowhawk,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,3,2010,Jul,5,Bog Pond,7
Four-spotted Skimmer,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Hudsonian Whiteface,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,1,2010,Jul,5,Bog Pond,7
Canada Darner,1,2010,Jul,5,Bog Pond,7
Dot-tailed Whiteface,2,2010,Jul,5,Bog Pond,7
Autumn Meadowhawk,2,2010,Jul,5,Bog Pond,7
Damselfly,1,2010,Jul,5,Bog Pond,7
Damselfly,1,2010,Jul,7,Bowley Pond,7
Canada Darner,1,2010,Jul,7,Bowley Pond,7
Saffron-winged Meadowhawk,1,2010,Jul,7,Bowley Pond,7
Dot-tailed Whiteface,1,2010,Jul,7,Bowley Pond,7
Dot-tailed Whiteface,1,2010,Jul,7,Bowley Pond,7
Four-spotted Skimmer,2,2010,Jul,7,Bowley Pond,7
Four-spotted Skimmer,4,2010,Jul,7,Bowley Pond,7
Four-spotted Skimmer,5,2010,Jul,7,Bowley Pond,7
Dot-tailed Whiteface,2,2010,Jul,7,Bowley Pond,7
Four-spotted Skimmer,3,2010,Jul,7,Bowley Pond,7
Four-spotted Skimmer,2,2010,Jul,7,Bowley Pond,7
Four-spotted Skimmer,1,2010,Jul,7,Bowley Pond,7
Four-spotted Skimmer,1,2010,Jul,7,Bowley Pond,7
Canada Darner,1,2010,Jul,7,Bowley Pond,7
Four-spotted Skimmer,3,2010,Jul,7,Bowley Pond,7
Canada Darner,1,2010,Jul,7,Bowley Pond,7
Variable Darner,1,2010,Jul,7,Bowley Pond,7
Four-spotted Skimmer,2,2010,Jul,7,Bowley Pond,7
Variable Darner,2,2010,Jul,7,Bowley Pond,7
Canada Darner,1,2010,Jul,7,Bowley Pond,7
Four-spotted Skimmer,4,2010,Jul,7,Bowley Pond,7
Canada Darner,2,2010,Jul,7,Bowley Pond,7
Four-spotted Skimmer,1,2010,Jul,7,Bowley Pond,7
Four-spotted Skimmer,1,2010,Jul,7,Bowley Pond,7
Damselfly,2,2010,Jul,7,Bowley Pond,7
Dot-tailed Whiteface,1,2010,Jul,7,Bowley Pond,7
Saffron-winged Meadowhawk,1,2010,Jul,7,Bowley Pond,7
Canada Darner,1,2010,Jul,7,Bowley Pond,7
Damselfly,1,2010,Jul,7,Bowley Pond,7
Canada Darner,1,2010,Jul,7,Bowley Pond,7
Saffron-winged Meadowhawk,1,2010,Jul,7,Bowley Pond,7
White-faced Meadowhawk,1,2010,Jul,7,Bowley Pond,7
